user_id,work_id,rating
699,8115,like
102,2615,like
1759,5295,like
1317,4149,love
159,4353,like
1541,4207,like
1966,6658,dislike
1638,104,like
1241,2956,like
199,5528,dislike
237,2257,dislike
1392,2382,neutral
439,4149,neutral
633,8993,like
823,796,dislike
164,1265,neutral
488,2015,neutral
658,8415,love
1981,2104,like
1241,1813,like
1898,8104,like
547,9525,like
652,79,like
1269,7802,like
1894,4633,like
1952,8993,like
1046,594,like
272,796,dislike
1703,3841,like
1793,3451,dislike
520,3482,like
1545,1981,like
666,4792,like
208,5392,dislike
425,3402,like
1893,3152,neutral
66,8994,neutral
305,6456,neutral
1526,5616,like
676,9595,like
297,4457,neutral
882,6456,like
625,6759,neutral
135,2,like
272,4213,dislike
14,6896,love
462,9661,love
441,5260,like
1770,9818,like
1245,1836,neutral
824,3154,like
1636,9401,like
1524,1929,like
590,712,dislike
226,1430,neutral
754,6310,like
1442,1883,like
142,5746,like
1082,320,like
713,3295,neutral
1282,5337,dislike
1563,5766,like
1949,5141,neutral
1507,5683,love
58,183,like
1833,278,like
1741,5530,like
1321,8934,love
728,3715,like
1492,1468,like
1898,9056,like
1802,1172,like
1587,3042,neutral
1251,2760,neutral
1507,8021,neutral
776,7879,dislike
1361,6950,like
707,6391,like
1782,8971,dislike
1379,2956,like
986,278,like
1182,8087,neutral
175,898,like
734,1009,like
1048,8765,like
1936,4041,like
1774,3801,like
1282,374,dislike
714,6996,like
1823,5410,like
152,9561,like
1897,8540,dislike
295,9631,like
794,5485,neutral
1222,8025,dislike
546,3451,like
425,2203,like
1663,1201,love
1550,1718,neutral
1155,5656,neutral
1082,142,like
198,8939,like
661,4902,neutral
1940,6630,love
183,7715,like
1810,2699,love
340,9466,neutral
374,6877,like
832,5295,like
21,2879,love
1979,8603,like
524,696,neutral
765,1199,neutral
872,109,neutral
318,5795,like
989,1982,like
608,7258,dislike
974,2665,like
933,1053,like
705,4487,like
1649,9146,neutral
1224,8962,neutral
813,860,like
877,1562,neutral
7,3510,like
1056,8353,like
90,8699,dislike
884,6379,dislike
1554,614,neutral
1041,7212,neutral
1295,6456,like
1331,7192,like
1681,4886,like
807,8444,dislike
1752,3740,like
926,3233,like
471,7197,like
1962,3219,neutral
551,9023,like
1048,2757,dislike
1939,5422,neutral
1524,8549,love
1967,2956,like
152,1009,like
1604,6391,like
610,6421,neutral
1598,3801,love
1361,6110,like
1400,5260,like
1908,176,neutral
382,5295,like
40,8025,neutral
1682,6530,like
29,2127,neutral
304,8831,neutral
653,3412,neutral
1742,5434,like
1424,4629,dislike
478,4283,like
1649,4145,like
42,1522,like
1125,8519,like
1158,2607,like
1936,8755,like
226,4431,neutral
213,27,neutral
1962,9686,neutral
1204,9210,like
1006,4633,dislike
1906,2883,like
1032,6110,like
1373,4487,like
1567,2932,like
267,1701,like
548,316,dislike
1562,1352,dislike
1359,384,like
597,6349,love
1148,6600,like
1331,4496,neutral
781,8809,like
635,3233,neutral
1060,2665,love
658,7162,like
1068,4041,like
30,1430,like
1324,5539,like
734,7862,like
1897,6686,neutral
1198,3526,like
1387,8224,like
15,1012,like
1424,6391,neutral
1782,5245,like
1388,9595,like
226,2726,like
66,6225,neutral
1497,59,neutral
978,3748,like
884,3632,dislike
1268,895,neutral
105,3708,like
1939,5392,neutral
1873,9815,like
1070,7173,like
726,8296,like
1926,1673,neutral
328,4493,like
484,2325,love
911,8624,like
1043,1563,like
21,5188,love
1780,8311,neutral
977,317,like
773,2743,like
300,1244,dislike
734,9692,like
798,7266,dislike
1759,8756,neutral
1374,5142,like
1233,3791,like
1795,3794,neutral
1969,2772,dislike
413,94,dislike
1469,2883,dislike
1499,947,like
387,9515,like
660,991,neutral
962,6505,like
304,1877,like
1141,7602,love
297,393,like
182,5890,like
120,6110,dislike
961,5116,like
1387,3780,like
240,5949,dislike
297,5129,neutral
1383,6916,like
669,3136,like
127,6174,like
146,8369,neutral
195,538,neutral
1691,4422,like
1782,3942,dislike
1926,3364,like
1973,3170,like
12,6456,neutral
660,222,like
1188,9832,like
387,7250,like
1937,789,like
260,6994,like
284,1836,neutral
985,137,like
240,5600,like
1048,5116,neutral
528,9309,neutral
1675,258,neutral
1059,1985,like
164,3158,like
1374,5698,neutral
1216,7266,like
1748,8013,like
360,4923,like
1466,1322,like
270,9611,like
1457,3295,neutral
413,5712,like
487,3562,like
387,1874,like
1309,8222,like
1780,9212,like
1599,8350,neutral
1895,7051,dislike
198,4209,like
883,5656,dislike
1197,9045,like
616,3825,dislike
877,949,like
715,5739,like
869,1713,neutral
66,1550,neutral
919,6110,neutral
387,8853,like
1094,5341,neutral
66,0,neutral
430,3496,neutral
141,3510,neutral
445,1522,dislike
1950,8007,like
1598,637,neutral
1888,7430,like
39,1127,neutral
289,9367,like
430,5295,love
754,6496,love
39,3509,neutral
448,5530,neutral
270,2949,neutral
23,127,neutral
1012,48,like
1061,9800,like
1747,6774,like
445,5616,like
1743,3974,love
988,2563,like
512,7192,neutral
1743,9213,dislike
551,3667,love
315,6584,like
184,5616,like
267,2109,like
512,5698,neutral
1522,6958,like
1148,6356,like
1679,7258,like
94,2203,dislike
161,5040,like
1672,3728,like
1407,4715,like
927,3562,like
1135,6177,neutral
1282,5890,like
1976,6774,like
256,4362,like
1966,9661,neutral
1392,5698,like
1557,3496,neutral
1554,9343,neutral
758,2699,like
374,640,like
252,6597,like
1012,93,like
465,6465,like
1681,6425,like
1939,9181,like
639,8962,like
221,3602,like
604,4283,neutral
430,4643,like
530,7584,like
1078,6795,like
520,1701,like
405,6904,like
343,5423,like
1563,2607,like
1211,6571,like
1152,1682,dislike
1002,4016,like
1891,2655,neutral
1128,4004,like
1682,9661,like
877,1765,like
1554,2565,like
252,5261,like
616,4743,like
1209,8576,like
962,1036,like
955,991,like
1059,104,like
1101,3213,neutral
1012,6732,neutral
1371,253,like
33,991,love
957,6391,dislike
626,5951,neutral
799,6795,like
240,682,dislike
734,4483,like
1499,5831,like
29,8576,like
77,209,like
1155,753,like
524,5166,like
1592,9576,neutral
1182,2565,like
118,3398,neutral
1770,8934,like
1388,8396,dislike
1416,8124,like
1111,5700,like
29,8850,neutral
257,9367,like
170,9531,like
1427,9525,like
244,9661,like
293,2607,like
267,5434,dislike
1940,6164,like
644,955,like
1282,4241,neutral
676,1788,like
249,7709,like
525,1729,like
1132,2239,like
616,7173,dislike
1222,8993,like
90,3451,like
1041,766,neutral
383,6601,dislike
1962,9599,like
988,3594,dislike
734,7430,like
184,8322,like
222,9182,like
992,5460,like
1194,3594,like
1002,5635,neutral
1743,9150,dislike
838,2558,like
1176,3825,like
1578,6950,like
346,5890,dislike
619,3877,like
1663,3733,like
1211,5651,like
1082,94,like
226,927,neutral
1435,4450,neutral
1187,2932,like
813,2565,like
1029,3398,like
1949,4933,neutral
1615,8013,like
1868,5188,like
670,3295,like
1940,5569,like
1179,5698,like
1748,450,like
1937,1468,like
1312,6584,like
161,6472,like
445,5818,dislike
1135,2520,neutral
1407,701,dislike
155,8359,like
297,8833,like
1499,1701,like
210,991,like
790,9661,like
1475,2500,like
274,9268,neutral
988,189,love
658,9278,love
1309,4469,neutral
947,9868,neutral
1013,2253,like
1202,9815,like
526,7799,neutral
626,1444,dislike
1770,1270,like
1812,7024,like
598,7879,like
571,6082,dislike
1310,1397,neutral
1463,5248,neutral
535,6743,like
1893,971,like
718,9570,like
902,5260,like
1812,6732,like
1362,1836,like
1788,79,like
524,403,neutral
566,4897,dislike
1199,1117,like
1281,7445,like
626,9806,dislike
1522,8450,like
105,6270,dislike
1008,2772,like
678,8932,like
1227,4607,neutral
1006,1718,like
1692,5618,neutral
814,6743,like
1759,4508,like
77,6983,like
805,2590,like
1337,1701,like
1241,59,like
1934,5221,like
734,8826,like
1005,991,like
1846,1766,like
582,8696,neutral
1690,4918,like
1434,9525,like
1064,991,like
814,8409,dislike
1336,8617,neutral
1563,8025,dislike
1645,1228,like
230,9210,like
849,6320,dislike
1404,8905,neutral
1238,6858,like
1503,5797,like
630,1813,neutral
1200,991,like
1941,1644,like
1416,5295,love
622,9493,like
1867,6448,neutral
1466,6500,neutral
920,5604,neutral
1387,4901,like
1001,5354,like
1184,6950,like
737,7168,like
1812,5547,like
1379,9551,like
1619,2831,like
258,7180,dislike
569,7024,neutral
1727,189,like
648,1452,like
874,3495,like
1980,5820,dislike
25,8025,like
961,6465,like
1769,176,dislike
40,2743,love
240,4138,like
1780,7921,like
1675,5069,dislike
525,5821,dislike
1106,2717,neutral
1312,176,like
1843,5700,like
830,183,like
1565,5521,like
1268,4966,like
1592,1925,neutral
544,1813,like
827,5820,dislike
819,1836,dislike
1507,385,neutral
1897,3501,neutral
1012,5197,like
65,8359,like
888,66,like
1048,9610,neutral
1041,2762,neutral
987,4984,like
422,2920,dislike
566,5077,dislike
476,7533,neutral
66,918,dislike
1651,3295,like
418,2607,like
1620,5070,like
704,2257,like
289,6110,like
1446,6630,like
524,9631,dislike
328,4507,like
385,6936,neutral
1781,7862,neutral
102,3152,like
131,3042,neutral
1747,6496,like
1650,4609,like
187,6950,like
1763,3213,love
284,6115,like
1563,1417,like
1388,5451,neutral
1953,1704,like
1179,1268,like
386,3295,neutral
1565,6421,neutral
304,6112,neutral
1374,3562,like
1882,3973,like
1043,2015,love
498,3412,like
8,2127,like
1324,9648,love
1604,6362,like
1048,9546,like
304,8369,neutral
1164,3440,dislike
1759,5481,neutral
128,4487,dislike
1148,4895,like
1059,3735,like
350,7197,love
297,2190,neutral
1582,4283,dislike
1282,629,neutral
802,6565,dislike
270,4021,like
706,6699,neutral
1724,9873,neutral
534,2362,neutral
1282,8710,dislike
1851,5385,like
1241,8188,like
1297,1499,love
1102,3398,like
1745,8804,like
27,1267,like
246,278,like
1599,3562,neutral
131,8636,like
1241,8400,like
1481,6465,like
1925,3482,like
248,8025,like
869,2932,like
1966,8021,like
902,8993,like
607,4895,like
1592,5341,neutral
828,4004,like
877,9144,like
751,1973,like
1282,1569,like
566,3024,dislike
589,2569,dislike
1617,8536,like
117,7212,like
625,1137,neutral
877,6937,like
1893,9367,like
1903,7002,like
1524,5143,like
1908,5245,dislike
297,4450,neutral
1682,7043,like
77,7457,neutral
1690,2996,dislike
339,4381,like
1923,7005,neutral
802,2496,dislike
161,2694,like
1263,248,neutral
1391,5385,like
556,677,like
288,1399,dislike
50,7315,dislike
1793,7445,neutral
571,3733,like
1443,3971,neutral
555,2951,love
488,7937,neutral
1782,9711,like
11,3598,dislike
1675,4886,like
317,27,neutral
488,1076,neutral
798,5616,neutral
1750,3728,like
1233,2565,neutral
65,8518,like
42,4726,like
524,3888,like
1806,8798,neutral
1211,2239,like
1491,9401,like
1950,2722,like
1729,3594,like
1658,7876,neutral
1962,8821,like
1477,3376,like
788,8128,like
1973,5226,like
1959,891,love
488,8135,neutral
118,5717,neutral
240,7902,dislike
1708,8499,dislike
1736,6446,like
954,1701,dislike
209,9032,like
1462,1701,like
1729,9045,like
728,6774,like
1547,7479,like
305,2956,neutral
1100,6203,like
1406,4041,like
655,8188,love
1283,2772,like
423,9033,neutral
148,278,neutral
911,8013,like
1563,2665,like
1285,8934,like
386,1128,like
946,7241,like
180,6465,like
486,7197,dislike
1031,3594,like
1662,4684,like
597,7126,neutral
231,5292,neutral
1522,5583,like
1975,8021,like
1056,8805,neutral
305,8350,like
240,5844,dislike
1473,5890,like
1964,48,love
1941,8717,like
300,594,neutral
682,2925,like
807,3371,neutral
1094,1510,love
666,1788,like
304,2569,neutral
1787,3176,neutral
647,3708,neutral
972,5818,like
1216,8934,like
1809,4819,like
1365,4381,neutral
1196,5295,love
799,8993,neutral
288,6904,neutral
589,5222,dislike
3,5616,like
1759,7439,neutral
1549,3398,like
256,6927,like
64,3594,dislike
1649,789,like
1148,1885,neutral
456,2932,like
1759,370,neutral
527,6548,neutral
1152,7409,neutral
1793,8359,dislike
1886,6432,like
212,4487,like
1799,9692,like
1191,862,neutral
1953,1003,like
551,2717,love
726,1146,like
623,7550,like
387,2932,like
1491,3801,like
498,2129,love
1534,1417,dislike
1241,4679,like
857,4213,neutral
1153,9815,like
320,1754,like
933,5260,like
1211,6553,like
168,2535,like
1254,5485,neutral
1812,7689,like
1120,2726,like
1781,5168,dislike
1550,4381,neutral
937,2951,love
1616,1253,love
1926,7580,like
927,6950,dislike
508,7563,like
1563,5821,like
1822,3784,neutral
1043,8196,like
127,7893,like
1967,8025,like
195,3327,dislike
1485,7602,like
597,8142,like
1462,6391,like
728,5246,like
1278,442,love
243,5698,like
1606,2743,like
899,668,like
1056,1382,neutral
1778,5890,dislike
1517,9401,dislike
413,5284,like
65,6391,like
1122,1363,neutral
199,3261,neutral
874,8271,like
1627,6465,like
28,3841,like
218,5775,neutral
1917,8499,like
1599,7126,like
148,5698,neutral
1653,9401,neutral
1403,1121,like
1701,4901,love
1509,5890,neutral
32,81,like
334,6349,love
1882,142,like
1054,9215,like
1557,285,dislike
434,5903,like
316,2553,like
1567,5281,dislike
927,7002,dislike
374,4283,love
1427,4146,like
1364,8359,love
1388,6969,neutral
977,1602,like
1587,2590,like
1475,3016,neutral
626,8317,neutral
1002,4778,like
1048,6584,neutral
542,5460,like
1837,9401,love
1392,4355,like
143,9473,like
1679,8108,like
199,2621,neutral
1702,3197,like
40,2520,love
1973,5782,like
374,632,like
556,3595,like
1041,242,neutral
444,3371,like
1096,6115,like
823,4496,like
275,7042,like
69,4926,dislike
545,436,dislike
122,3728,like
161,2820,like
1222,991,neutral
1860,6795,like
1524,6037,like
1507,2558,like
1221,6173,dislike
1565,6904,dislike
1696,1836,like
877,9886,like
131,5271,love
1155,183,neutral
1726,2951,neutral
1550,9692,neutral
27,4933,like
1574,3371,neutral
26,6456,dislike
967,2565,neutral
1745,8188,like
1184,4019,like
1296,3801,like
240,9408,dislike
1685,3833,like
548,8546,like
1518,6985,neutral
1221,6313,neutral
345,7673,like
726,8188,like
1682,8128,neutral
300,9082,dislike
37,8499,like
565,1817,like
506,991,like
1552,9815,love
537,8934,like
1936,3758,like
715,2086,neutral
1940,881,dislike
807,4180,like
337,4450,like
950,5700,like
1617,6927,like
1261,2220,like
895,250,like
958,6898,neutral
695,9110,like
33,3791,like
1934,5890,dislike
1282,6575,like
141,1742,neutral
1408,4823,like
56,7409,like
1799,299,love
1407,3841,like
274,4145,neutral
844,2932,neutral
1130,2565,like
274,2011,like
991,5060,neutral
1825,4381,like
1250,4004,like
6,9661,like
23,526,like
671,397,like
707,991,like
127,2776,like
1097,7005,like
300,7147,neutral
1627,6846,neutral
1893,9256,love
1939,6370,dislike
1675,9570,like
597,1583,like
1446,3631,like
1824,9661,like
1730,4496,like
1802,9860,neutral
568,6466,like
760,5521,like
281,6362,love
1224,3491,like
413,6145,like
527,9309,neutral
426,6927,neutral
1211,5761,like
1403,9286,like
1168,3424,like
272,1146,like
1450,278,like
1250,5251,like
184,8214,neutral
393,110,like
66,4892,like
755,7002,like
1509,1396,like
1280,8359,like
709,9815,like
807,1378,dislike
226,6597,neutral
1871,3233,like
99,7509,love
1227,7376,like
1809,1450,like
1092,9493,dislike
986,3173,love
1108,3562,like
791,8903,like
418,6110,like
1557,5698,like
1535,8728,like
242,6521,neutral
300,6584,neutral
874,5341,neutral
1563,2159,like
1603,991,like
1499,246,like
459,1701,like
100,9695,neutral
169,4355,like
1012,6472,like
1587,2842,like
1696,2951,love
8,140,like
1167,5797,like
1491,991,like
1517,3749,dislike
1339,5281,dislike
1198,8128,like
1106,91,neutral
1851,3594,like
977,8157,like
958,3261,like
1736,3152,like
1263,9815,like
322,7002,like
1307,5726,like
1224,2951,like
862,3116,like
1723,4381,like
300,3791,dislike
181,3905,love
1592,6759,neutral
1802,5383,neutral
1939,7086,dislike
1895,9711,dislike
221,7901,neutral
1187,5246,neutral
883,4004,like
1795,9367,neutral
256,5260,like
1282,4630,dislike
297,6061,like
324,3449,like
1973,1199,neutral
1750,2253,like
1860,4065,love
1743,8585,neutral
1587,693,dislike
1776,4283,neutral
525,4789,dislike
1211,5382,like
77,6645,like
27,1027,like
757,66,like
725,9367,like
1222,1758,neutral
410,9018,like
1152,7843,dislike
99,3562,like
1768,9033,dislike
1872,8037,like
987,9815,like
1981,2879,like
7,5419,like
1320,6456,like
737,8934,like
1503,6787,like
1598,79,dislike
51,9637,like
105,6642,like
781,4487,dislike
626,4976,love
870,9815,like
1868,349,like
1781,3448,neutral
900,5939,like
1809,2620,neutral
569,903,like
1048,8263,like
1858,242,like
1388,9517,like
508,1536,like
673,3089,like
1531,918,like
1297,629,like
488,9479,love
143,4933,love
1972,328,like
320,3519,like
1061,278,like
556,8703,like
1155,3780,like
802,7250,dislike
1879,5393,like
1703,7197,like
221,878,like
527,3594,dislike
874,3678,like
717,5700,love
1682,1766,like
1272,7737,like
511,4786,neutral
1743,5667,like
669,5457,like
46,6242,like
1130,2929,like
1679,104,like
626,1068,neutral
305,1510,dislike
505,9551,like
1656,1718,like
130,1468,like
1763,2900,like
1485,4558,like
619,4450,neutral
877,7344,like
1781,3528,neutral
1221,7433,like
1652,2883,like
338,825,love
231,7452,like
1925,1199,like
526,1925,like
170,4708,love
1384,3371,dislike
1690,5434,dislike
1702,7220,like
849,4146,dislike
1039,8142,love
1697,4679,like
1462,7054,like
152,1845,like
525,6425,like
1911,8536,like
626,1982,neutral
531,3594,like
240,4597,dislike
818,9832,like
945,5700,dislike
1959,1650,like
1838,5890,like
1216,6694,neutral
1380,9367,neutral
240,242,like
1106,4966,neutral
1071,2590,like
1667,8576,like
1812,2283,neutral
1683,3261,neutral
819,3748,like
1359,1107,like
1559,6842,like
1959,4146,neutral
1540,8322,like
968,7188,neutral
980,9815,like
715,6782,like
1545,1701,like
297,4396,neutral
1407,6881,dislike
340,8184,neutral
1392,2945,like
1634,5700,like
951,3496,like
1929,6779,like
484,2699,dislike
1704,9839,like
625,9382,like
1507,7715,neutral
524,2852,like
1651,9401,like
1648,3364,like
1778,4381,dislike
1662,8962,dislike
1891,5700,like
1980,1117,neutral
1182,5616,neutral
1617,316,like
1152,7197,like
459,4041,like
1425,1701,like
90,2520,like
105,8174,love
1941,183,neutral
1054,1701,like
1446,4396,like
274,3218,like
1473,3261,neutral
1929,1667,like
297,9592,like
1782,5333,dislike
1929,8157,dislike
1106,242,neutral
790,183,neutral
1657,2607,like
1120,1086,neutral
626,3158,like
1763,9800,like
1940,5047,like
937,8635,like
443,6069,like
534,2491,like
320,6821,like
1373,1757,dislike
1229,4641,dislike
1224,5143,like
1748,2292,like
538,3562,like
1939,4248,neutral
1681,6746,dislike
641,2257,like
425,7057,neutral
1812,6956,like
1697,7111,like
1637,3158,like
1916,6456,neutral
173,2929,neutral
1467,1201,neutral
1416,5434,like
943,5672,dislike
966,176,neutral
616,3562,love
206,532,like
939,3666,like
1763,2652,dislike
1806,526,love
114,3468,like
1851,5335,like
1890,5782,like
159,1393,neutral
1153,7086,neutral
468,4737,neutral
1780,9009,neutral
1224,1773,like
1510,2520,like
1763,9233,like
947,6956,neutral
1679,4396,like
1001,4471,like
520,7197,neutral
254,991,like
992,8025,like
1006,4593,dislike
590,8506,dislike
1388,299,neutral
252,4,like
406,7106,dislike
1691,2086,like
1552,6110,like
249,9493,dislike
625,3441,dislike
439,1640,like
793,6877,like
597,2444,dislike
146,2959,love
142,2450,neutral
1539,5385,like
1782,8187,dislike
1940,4487,like
1268,4266,neutral
916,9637,like
1563,3833,like
1923,6584,neutral
1524,7383,neutral
152,368,neutral
958,4633,like
1152,1457,dislike
1463,8536,like
1758,629,like
1812,637,like
1918,3816,like
766,5354,like
688,1105,like
663,6795,neutral
1148,8517,dislike
274,5393,like
1148,1846,like
1336,3594,like
416,6985,like
1297,4706,like
962,2336,like
1572,5142,love
595,2996,like
1886,5832,love
1686,5245,neutral
856,1346,love
1388,5908,like
625,1265,dislike
1669,7445,love
671,8905,like
734,6950,like
839,2883,dislike
498,8809,like
710,9661,like
1720,3562,like
1491,4679,like
1518,7376,neutral
978,79,like
676,9037,like
1587,9490,like
1364,3562,like
90,5890,like
1475,8360,dislike
1427,8699,neutral
252,3405,neutral
1681,5460,like
337,5700,like
961,1146,like
1635,4901,like
126,4283,like
556,5116,like
927,5698,like
127,7635,neutral
445,7767,like
1963,4496,like
86,991,love
1708,3594,love
425,4041,neutral
249,183,like
448,1200,love
1388,5635,dislike
1911,8993,neutral
1371,1788,like
1293,2762,dislike
199,138,neutral
445,1199,like
1563,6563,neutral
1897,4643,like
1563,4641,like
1280,9729,like
66,7858,like
1795,7834,neutral
32,5385,like
300,1194,neutral
524,6161,like
390,2489,like
307,3451,like
90,8499,like
1392,3451,like
1269,2206,like
1475,9670,like
1293,27,dislike
1200,347,like
1638,1698,neutral
358,9401,like
1934,6904,like
1322,7550,like
1438,7745,like
482,3971,like
699,8717,neutral
1672,3708,like
1324,1601,love
1407,6743,like
1976,2489,like
1048,6743,neutral
1137,6896,like
1741,9493,neutral
1254,7266,like
1929,5526,neutral
1263,4260,neutral
240,442,like
1132,2610,like
1624,2,like
1491,8128,neutral
1541,8478,neutral
390,3702,dislike
1601,1701,love
161,454,neutral
1949,4920,neutral
1885,1836,neutral
297,2760,like
1809,7533,like
814,5123,like
1224,5603,like
826,4386,neutral
1920,2565,like
617,8726,like
23,2127,like
1939,3004,neutral
1227,2,like
484,8359,like
58,2932,like
1056,9638,like
517,3364,like
384,9661,like
1103,9240,neutral
1002,253,like
1424,349,like
595,4789,like
1554,5596,like
1293,6897,like
418,4213,like
1649,4284,neutral
666,1199,like
1048,3295,like
525,3233,like
488,1341,neutral
279,4918,love
448,5292,love
819,5617,dislike
348,8915,like
1659,8986,like
1152,1091,like
526,183,love
525,9317,like
1838,9832,like
1416,5792,love
344,8415,like
1810,3482,dislike
391,79,dislike
1169,6505,like
1883,3631,like
635,4901,like
877,1346,like
1911,1465,neutral
1184,278,like
1645,104,like
1937,7834,love
320,4275,dislike
746,6995,dislike
1056,8266,neutral
1293,8079,dislike
1939,4189,neutral
430,2888,like
1087,564,neutral
218,2163,like
814,1704,like
1266,6115,like
1723,1923,like
814,1430,like
1281,7569,neutral
939,8710,neutral
199,2937,like
749,6311,like
1977,5530,like
1197,7767,neutral
249,2842,like
1071,1923,like
363,3414,like
1106,5392,neutral
1046,5188,like
1153,81,like
622,1650,like
1201,442,like
423,5295,like
184,6512,like
1970,8934,love
231,8359,love
666,3511,like
421,242,neutral
304,9401,like
1937,651,like
626,1228,neutral
1893,594,like
391,121,neutral
717,6456,love
610,4041,dislike
498,5142,love
1462,6370,like
135,1836,like
1475,6877,neutral
141,213,neutral
736,3158,like
1336,614,like
1306,2416,like
1387,8188,like
1748,3362,dislike
751,1563,like
902,7812,like
1463,2273,neutral
1113,8359,like
1148,2982,neutral
1923,5903,neutral
146,9343,neutral
1227,4758,neutral
1020,9637,neutral
1565,7620,like
918,3295,dislike
630,1874,neutral
1004,3496,like
1056,5559,neutral
283,8356,neutral
556,5415,like
798,5495,dislike
1311,3496,like
46,2459,dislike
872,1127,like
458,4886,neutral
751,3412,like
218,8644,neutral
1071,9551,like
676,9670,like
113,8021,like
1497,6774,like
1123,8993,love
1056,7858,like
518,5286,like
65,2743,neutral
1872,4381,like
275,6738,like
410,712,like
524,1631,neutral
1681,7709,like
488,9143,neutral
525,1692,like
1627,6735,neutral
1679,6904,like
726,6904,like
1478,3801,like
39,6225,like
199,7732,dislike
595,2607,like
1940,2569,like
1812,7340,like
1376,8962,love
1934,4918,like
1106,1964,neutral
1741,2937,neutral
226,8705,neutral
539,3801,like
1002,6836,neutral
39,242,like
1097,6500,dislike
597,8919,like
1522,2436,like
274,8921,neutral
304,3496,like
991,2572,dislike
300,2174,neutral
1925,5385,like
1592,789,neutral
625,733,like
1224,6314,neutral
39,9670,like
1682,5939,like
